timestamp,temperature,humidity
2025-12-02T00:00:00,5.8,63.9
2025-12-02T00:10:00,6.3,63.5
2025-12-02T00:20:00,6.1,65.8
2025-12-02T00:30:00,5.8,65.5
2025-12-02T00:40:00,5.8,66.5
2025-12-02T00:50:00,6.1,64.8
2025-12-02T01:00:00,5.9,65.4
2025-12-02T01:10:00,5.9,63.3
2025-12-02T01:20:00,6.4,64.2
2025-12-02T01:30:00,6.4,65.4
2025-12-02T01:40:00,5.9,66.8
2025-12-02T01:50:00,5.9,66.2
2025-12-02T02:00:00,6.6,63.0
2025-12-02T02:10:00,6.1,64.3
2025-12-02T02:20:00,6.4,66.1
2025-12-02T02:30:00,6.1,65.4
2025-12-02T02:40:00,6.3,65.8
2025-12-02T02:50:00,6.5,65.6
2025-12-02T03:00:00,6.7,62.6
2025-12-02T03:10:00,6.2,66.6
2025-12-02T03:20:00,6.7,64.0
2025-12-02T03:30:00,6.8,63.5
2025-12-02T03:40:00,6.5,63.2
2025-12-02T03:50:00,6.7,62.3
2025-12-02T04:00:00,6.8,64.4
2025-12-02T04:10:00,6.8,64.3
2025-12-02T04:20:00,6.6,64.2
2025-12-02T04:30:00,6.6,63.2
2025-12-02T04:40:00,6.5,65.9
2025-12-02T04:50:00,6.5,64.7
2025-12-02T05:00:00,6.6,63.7
2025-12-02T05:10:00,6.6,65.2
2025-12-02T05:20:00,6.7,64.9
2025-12-02T05:30:00,7.1,62.6
2025-12-02T05:40:00,6.9,61.5
2025-12-02T05:50:00,7.1,63.7
2025-12-02T06:00:00,6.9,62.9
2025-12-02T06:10:00,7.3,62.6
2025-12-02T06:20:00,7.2,62.4
2025-12-02T06:30:00,7.3,61.7
2025-12-02T06:40:00,7.0,62.3
2025-12-02T06:50:00,7.0,63.0
2025-12-02T07:00:00,6.7,65.2
2025-12-02T07:10:00,6.8,64.3
2025-12-02T07:20:00,7.2,64.2
2025-12-02T07:30:00,6.7,62.5
2025-12-02T07:40:00,7.1,61.7
2025-12-02T07:50:00,6.7,65.3
2025-12-02T08:00:00,8.0,59.3
2025-12-02T08:10:00,7.8,62.0
2025-12-02T08:20:00,8.1,60.6
2025-12-02T08:30:00,7.5,60.2
2025-12-02T08:40:00,7.7,62.9
2025-12-02T08:50:00,7.7,61.4
2025-12-02T09:00:00,8.9,58.7
2025-12-02T09:10:00,8.6,60.7
2025-12-02T09:20:00,8.7,59.8
2025-12-02T09:30:00,8.6,60.2
2025-12-02T09:40:00,9.0,57.4
2025-12-02T09:50:00,8.8,61.0
2025-12-02T10:00:00,9.6,56.5
2025-12-02T10:10:00,9.8,57.1
2025-12-02T10:20:00,9.8,57.8
2025-12-02T10:30:00,9.3,56.9
2025-12-02T10:40:00,9.3,59.1
2025-12-02T10:50:00,9.8,57.7
2025-12-02T11:00:00,10.2,57.2
2025-12-02T11:10:00,10.4,55.1
2025-12-02T11:20:00,10.2,56.8
2025-12-02T11:30:00,10.2,57.1
2025-12-02T11:40:00,10.6,55.3
2025-12-02T11:50:00,10.4,54.8
2025-12-02T12:00:00,11.2,52.9
2025-12-02T12:10:00,11.4,52.4
2025-12-02T12:20:00,11.1,56.2
2025-12-02T12:30:00,11.6,54.8
2025-12-02T12:40:00,11.3,54.2
2025-12-02T12:50:00,11.1,55.6
2025-12-02T13:00:00,12.4,51.7
2025-12-02T13:10:00,12.4,52.7
2025-12-02T13:20:00,12.5,50.1
2025-12-02T13:30:00,12.1,52.1
2025-12-02T13:40:00,12.5,50.7
2025-12-02T13:50:00,12.0,53.5
2025-12-02T14:00:00,13.0,49.9
2025-12-02T14:10:00,13.4,51.7
2025-12-02T14:20:00,13.0,50.3
2025-12-02T14:30:00,13.2,52.3
2025-12-02T14:40:00,13.2,50.2
2025-12-02T14:50:00,12.8,50.5
2025-12-02T15:00:00,13.8,48.0
2025-12-02T15:10:00,14.0,47.8
2025-12-02T15:20:00,14.2,46.7
2025-12-02T15:30:00,14.1,48.9
2025-12-02T15:40:00,13.9,50.7
2025-12-02T15:50:00,14.3,48.8
2025-12-02T16:00:00,13.6,48.5
2025-12-02T16:10:00,13.1,52.3
2025-12-02T16:20:00,13.6,48.8
2025-12-02T16:30:00,13.5,48.2
2025-12-02T16:40:00,13.3,49.1
2025-12-02T16:50:00,13.4,49.1
2025-12-02T17:00:00,12.6,52.5
2025-12-02T17:10:00,12.7,53.5
2025-12-02T17:20:00,12.9,49.9
2025-12-02T17:30:00,13.0,52.8
2025-12-02T17:40:00,12.7,51.6
2025-12-02T17:50:00,12.6,52.6
2025-12-02T18:00:00,11.9,54.4
2025-12-02T18:10:00,11.9,52.6
2025-12-02T18:20:00,12.1,51.8
2025-12-02T18:30:00,12.4,51.0
2025-12-02T18:40:00,12.0,53.6
2025-12-02T18:50:00,12.0,51.6
2025-12-02T19:00:00,11.6,53.6
2025-12-02T19:10:00,11.7,51.9
2025-12-02T19:20:00,11.3,56.0
2025-12-02T19:30:00,11.5,54.5
2025-12-02T19:40:00,11.3,55.1
2025-12-02T19:50:00,11.4,52.9
2025-12-02T20:00:00,10.7,56.1
2025-12-02T20:10:00,10.7,54.4
2025-12-02T20:20:00,10.7,57.3
2025-12-02T20:30:00,11.1,54.5
2025-12-02T20:40:00,11.1,55.1
2025-12-02T20:50:00,10.8,56.4
2025-12-02T21:00:00,10.2,57.3
2025-12-02T21:10:00,10.3,56.6
2025-12-02T21:20:00,10.4,57.4
2025-12-02T21:30:00,10.5,56.0
2025-12-02T21:40:00,10.0,56.2
2025-12-02T21:50:00,10.3,54.8
2025-12-02T22:00:00,9.4,57.6
2025-12-02T22:10:00,9.6,58.5
2025-12-02T22:20:00,9.7,58.9
2025-12-02T22:30:00,9.6,58.9
2025-12-02T22:40:00,9.8,57.4
2025-12-02T22:50:00,9.7,57.1
2025-12-02T23:00:00,9.3,57.1
2025-12-02T23:10:00,9.2,57.6
2025-12-02T23:20:00,9.0,58.6
2025-12-02T23:30:00,9.1,58.9
2025-12-02T23:40:00,8.8,60.5
2025-12-02T23:50:00,9.3,57.2
