timestamp,apartment_id,room,window_open,presence,temperature,humidity,co2,pm25,co,tvoc,temp_ext,humidity_ext
2025-12-10T00:00:00,APT_102,chambre,False,True,18.9,49.1,,16.44,0.79,257.32,6.0,65.7
2025-12-10T00:00:00,APT_102,cuisine,False,True,18.9,50.0,,15.43,0.79,256.19,6.0,65.7
2025-12-10T00:00:00,APT_102,salon,False,True,18.8,50.5,554.0,15.6,0.78,252.86,6.0,65.7
2025-12-10T00:00:00,APT_102,sdb,False,True,18.9,49.8,,16.17,0.78,255.12,6.0,65.7
2025-12-10T00:10:00,APT_102,chambre,False,True,18.8,48.5,,17.51,0.78,260.49,6.1,65.0
2025-12-10T00:10:00,APT_102,cuisine,False,True,18.7,50.3,,16.66,12.53,265.85,6.1,65.0
2025-12-10T00:10:00,APT_102,salon,False,True,18.6,51.0,562.0,17.02,0.76,261.64,6.1,65.0
2025-12-10T00:10:00,APT_102,sdb,False,True,18.8,49.6,,17.3,0.78,258.13,6.1,65.0
2025-12-10T00:20:00,APT_102,chambre,False,True,18.6,48.8,,19.01,0.77,265.57,5.8,66.8
2025-12-10T00:20:00,APT_102,cuisine,False,True,18.7,49.4,,17.81,11.94,272.05,5.8,66.8
2025-12-10T00:20:00,APT_102,salon,False,True,18.5,51.0,571.0,17.82,0.75,270.63,5.8,66.8
2025-12-10T00:20:00,APT_102,sdb,False,True,18.7,48.7,,17.56,0.78,259.73,5.8,66.8
2025-12-10T00:30:00,APT_102,chambre,False,True,18.5,48.9,,20.11,0.76,268.99,5.8,65.6
2025-12-10T00:30:00,APT_102,cuisine,False,True,18.6,49.5,,18.55,11.37,279.92,5.8,65.6
2025-12-10T00:30:00,APT_102,salon,False,True,18.3,50.6,575.0,18.4,0.75,272.89,5.8,65.6
2025-12-10T00:30:00,APT_102,sdb,False,True,18.5,48.9,,18.67,0.78,266.95,5.8,65.6
2025-12-10T00:40:00,APT_102,chambre,False,True,18.4,48.0,,20.82,0.75,272.2,6.0,64.7
2025-12-10T00:40:00,APT_102,cuisine,False,True,18.5,49.1,,18.89,10.83,284.6,6.0,64.7
2025-12-10T00:40:00,APT_102,salon,False,True,18.3,51.2,578.0,19.22,0.74,275.89,6.0,64.7
2025-12-10T00:40:00,APT_102,sdb,False,True,18.4,47.9,,19.95,0.79,271.66,6.0,64.7
2025-12-10T00:50:00,APT_102,chambre,False,True,18.4,48.7,,20.7,0.73,279.35,5.7,64.5
2025-12-10T00:50:00,APT_102,cuisine,False,True,18.3,48.8,,19.13,10.34,292.47,5.7,64.5
