timestamp,temperature,humidity
2025-12-01T00:00:00,5.9,65.6
2025-12-01T00:10:00,6.3,65.5
2025-12-01T00:20:00,6.2,63.2
2025-12-01T00:30:00,6.0,66.4
2025-12-01T00:40:00,6.2,66.3
2025-12-01T00:50:00,6.3,63.9
2025-12-01T01:00:00,6.0,66.5
2025-12-01T01:10:00,6.4,64.7
2025-12-01T01:20:00,6.3,65.5
2025-12-01T01:30:00,5.9,66.0
2025-12-01T01:40:00,6.2,65.6
2025-12-01T01:50:00,6.0,66.9
2025-12-01T02:00:00,6.6,62.6
2025-12-01T02:10:00,6.4,65.2
2025-12-01T02:20:00,6.2,62.9
2025-12-01T02:30:00,6.5,65.0
2025-12-01T02:40:00,6.1,63.4
2025-12-01T02:50:00,6.1,65.5
2025-12-01T03:00:00,6.8,62.6
2025-12-01T03:10:00,6.3,64.9
2025-12-01T03:20:00,6.5,65.6
2025-12-01T03:30:00,6.6,62.6
2025-12-01T03:40:00,6.5,64.0
2025-12-01T03:50:00,6.5,65.6
2025-12-01T04:00:00,6.5,64.6
2025-12-01T04:10:00,6.8,64.3
2025-12-01T04:20:00,6.4,63.8
2025-12-01T04:30:00,6.7,65.4
2025-12-01T04:40:00,6.4,65.9
2025-12-01T04:50:00,6.9,61.4
2025-12-01T05:00:00,6.7,64.5
2025-12-01T05:10:00,7.1,63.2
2025-12-01T05:20:00,7.1,64.6
2025-12-01T05:30:00,6.9,64.6
2025-12-01T05:40:00,6.6,63.2
2025-12-01T05:50:00,6.6,65.0
2025-12-01T06:00:00,6.8,63.4
2025-12-01T06:10:00,7.0,61.7
2025-12-01T06:20:00,7.0,63.8
2025-12-01T06:30:00,6.8,61.9
2025-12-01T06:40:00,7.2,61.1
2025-12-01T06:50:00,7.1,62.9
2025-12-01T07:00:00,7.0,62.1
2025-12-01T07:10:00,6.9,63.0
2025-12-01T07:20:00,6.7,62.5
2025-12-01T07:30:00,6.9,64.8
2025-12-01T07:40:00,7.0,61.8
2025-12-01T07:50:00,7.1,61.1
2025-12-01T08:00:00,8.0,59.7
2025-12-01T08:10:00,7.6,62.3
2025-12-01T08:20:00,8.0,62.3
2025-12-01T08:30:00,8.0,59.8
2025-12-01T08:40:00,7.5,62.8
2025-12-01T08:50:00,7.9,61.5
2025-12-01T09:00:00,8.6,60.5
2025-12-01T09:10:00,8.7,60.2
2025-12-01T09:20:00,8.7,58.2
2025-12-01T09:30:00,8.6,61.0
2025-12-01T09:40:00,8.7,59.3
2025-12-01T09:50:00,8.9,60.9
2025-12-01T10:00:00,9.7,56.2
2025-12-01T10:10:00,9.5,57.5
2025-12-01T10:20:00,9.6,58.2
2025-12-01T10:30:00,9.7,57.2
2025-12-01T10:40:00,9.8,57.0
2025-12-01T10:50:00,9.4,59.8
2025-12-01T11:00:00,10.4,55.3
2025-12-01T11:10:00,10.3,58.2
2025-12-01T11:20:00,10.3,56.7
2025-12-01T11:30:00,10.6,56.7
2025-12-01T11:40:00,10.5,57.5
2025-12-01T11:50:00,10.2,57.6
2025-12-01T12:00:00,11.2,53.4
2025-12-01T12:10:00,11.6,52.0
2025-12-01T12:20:00,11.3,53.7
2025-12-01T12:30:00,11.5,54.8
2025-12-01T12:40:00,11.5,54.6
2025-12-01T12:50:00,11.3,55.3
2025-12-01T13:00:00,12.0,54.0
2025-12-01T13:10:00,12.1,53.3
2025-12-01T13:20:00,12.2,53.0
2025-12-01T13:30:00,12.2,52.3
2025-12-01T13:40:00,12.1,53.9
2025-12-01T13:50:00,12.2,54.2
2025-12-01T14:00:00,13.1,52.1
2025-12-01T14:10:00,12.8,50.7
2025-12-01T14:20:00,12.8,51.7
2025-12-01T14:30:00,13.3,50.1
2025-12-01T14:40:00,13.3,51.6
2025-12-01T14:50:00,12.9,52.9
2025-12-01T15:00:00,13.9,49.6
2025-12-01T15:10:00,14.3,48.0
2025-12-01T15:20:00,13.9,48.0
2025-12-01T15:30:00,14.1,50.0
2025-12-01T15:40:00,14.3,48.6
2025-12-01T15:50:00,13.7,49.0
2025-12-01T16:00:00,13.6,48.8
2025-12-01T16:10:00,13.2,49.8
2025-12-01T16:20:00,13.4,48.7
2025-12-01T16:30:00,13.5,51.0
2025-12-01T16:40:00,13.5,51.8
2025-12-01T16:50:00,13.5,51.4
