timestamp,apartment_id,room,window_open,presence,temperature,humidity,co2,pm25,co,tvoc,temp_ext,humidity_ext
2025-12-04T00:00:00,APT_102,chambre,False,True,18.8,50.0,,16.44,0.79,259.38,6.2,66.2
2025-12-04T00:00:00,APT_102,cuisine,False,True,18.9,49.9,,15.91,0.78,253.57,6.2,66.2
2025-12-04T00:00:00,APT_102,salon,False,True,18.8,51.0,554.0,15.82,0.78,256.22,6.2,66.2
2025-12-04T00:00:00,APT_102,sdb,False,True,18.9,49.1,,16.11,0.8,255.91,6.2,66.2
2025-12-04T00:10:00,APT_102,chambre,False,True,18.6,49.6,,17.87,0.78,266.44,5.8,65.4
2025-12-04T00:10:00,APT_102,cuisine,False,True,18.8,49.2,,16.42,0.79,257.94,5.8,65.4
2025-12-04T00:10:00,APT_102,salon,False,True,18.7,51.0,558.0,16.66,0.77,261.55,5.8,65.4
2025-12-04T00:10:00,APT_102,sdb,False,True,18.7,49.8,,17.04,0.78,259.27,5.8,65.4
2025-12-04T00:20:00,APT_102,chambre,False,True,18.5,50.5,,18.49,0.79,274.12,5.7,66.0
2025-12-04T00:20:00,APT_102,cuisine,False,True,18.6,50.0,,16.84,0.8,264.54,5.7,66.0
2025-12-04T00:20:00,APT_102,salon,False,True,18.7,50.0,562.0,18.22,0.76,267.88,5.7,66.0
2025-12-04T00:20:00,APT_102,sdb,False,True,18.6,50.2,,18.35,0.78,268.2,5.7,66.0
2025-12-04T00:30:00,APT_102,chambre,False,True,18.5,51.3,,18.62,0.78,276.07,6.2,63.6
2025-12-04T00:30:00,APT_102,cuisine,False,True,18.5,50.0,,17.42,0.78,273.26,6.2,63.6
2025-12-04T00:30:00,APT_102,salon,False,True,18.6,50.6,567.0,18.44,0.74,272.33,6.2,63.6
2025-12-04T00:30:00,APT_102,sdb,False,True,18.4,50.1,,18.48,0.76,275.2,6.2,63.6
2025-12-04T00:40:00,APT_102,chambre,False,True,18.3,51.7,,19.89,0.78,279.76,5.8,66.5
2025-12-04T00:40:00,APT_102,cuisine,False,True,18.5,50.8,,18.63,0.79,279.76,5.8,66.5
2025-12-04T00:40:00,APT_102,salon,False,True,18.5,50.5,574.0,19.83,0.74,274.62,5.8,66.5
2025-12-04T00:40:00,APT_102,sdb,False,True,18.2,49.3,,18.51,0.74,283.97,5.8,66.5
2025-12-04T00:50:00,APT_102,chambre,False,True,18.2,52.4,,21.14,0.79,289.41,6.3,63.1
2025-12-04T00:50:00,APT_102,cuisine,False,True,18.4,51.3,,18.81,0.77,287.77,6.3,63.1
2025-12-04T00:50:00,APT_102,salon,False,True,18.4,50.2,577.0,21.19,0.74,275.96,6.3,63.1
