timestamp,apartment_id,room,window_open,presence,temperature,humidity,co2,pm25,co,tvoc,temp_ext,humidity_ext
2025-12-20T00:00:00,APT_102,chambre,False,True,18.8,50.8,,15.31,0.78,257.65,5.8,65.6
2025-12-20T00:00:00,APT_102,cuisine,False,True,18.8,50.8,,15.45,0.81,259.14,5.8,65.6
2025-12-20T00:00:00,APT_102,salon,False,True,18.9,50.2,557.0,16.24,0.81,257.74,5.8,65.6
2025-12-20T00:00:00,APT_102,sdb,False,True,19.0,50.4,,16.14,0.78,253.9,5.8,65.6
2025-12-20T00:10:00,APT_102,chambre,False,True,18.7,50.7,,16.26,0.78,267.54,5.9,65.4
2025-12-20T00:10:00,APT_102,cuisine,False,True,18.8,50.0,,16.9,0.81,267.11,5.9,65.4
2025-12-20T00:10:00,APT_102,salon,False,True,18.8,49.4,564.0,17.74,0.81,261.2,5.9,65.4
2025-12-20T00:10:00,APT_102,sdb,False,True,18.8,51.4,,16.3,0.78,263.8,5.9,65.4
2025-12-20T00:20:00,APT_102,chambre,False,True,18.7,50.9,,17.04,0.78,270.89,6.3,64.7
2025-12-20T00:20:00,APT_102,cuisine,False,True,18.6,49.3,,17.73,0.8,275.74,6.3,64.7
2025-12-20T00:20:00,APT_102,salon,False,True,18.7,49.1,572.0,19.06,0.81,263.51,6.3,64.7
2025-12-20T00:20:00,APT_102,sdb,False,True,18.6,50.9,,17.19,0.79,273.74,6.3,64.7
2025-12-20T00:30:00,APT_102,chambre,False,True,18.6,50.7,,17.6,0.78,280.6,5.9,65.4
2025-12-20T00:30:00,APT_102,cuisine,False,True,18.5,48.6,,18.18,0.8,283.84,5.9,65.4
2025-12-20T00:30:00,APT_102,salon,False,True,18.5,48.6,578.0,19.89,0.81,272.62,5.9,65.4
2025-12-20T00:30:00,APT_102,sdb,False,True,18.5,50.8,,17.97,0.8,279.22,5.9,65.4
2025-12-20T00:40:00,APT_102,chambre,False,True,18.6,50.1,,19.08,0.78,285.79,6.2,62.6
2025-12-20T00:40:00,APT_102,cuisine,False,True,18.3,48.1,,18.7,0.8,288.01,6.2,62.6
2025-12-20T00:40:00,APT_102,salon,False,True,18.3,48.7,581.0,19.96,0.8,282.52,6.2,62.6
2025-12-20T00:40:00,APT_102,sdb,False,True,18.3,50.8,,18.54,0.8,287.62,6.2,62.6
2025-12-20T00:50:00,APT_102,chambre,False,True,18.5,51.0,,19.1,0.76,291.79,6.1,63.2
2025-12-20T00:50:00,APT_102,cuisine,False,True,18.2,48.1,,18.9,0.79,290.74,6.1,63.2
2025-12-20T00:50:00,APT_102,salon,False,True,18.2,49.6,586.0,21.21,0.78,285.56,6.1,63.2
2025-12-20T00:50:00,APT_102,sdb,False,True,18.2,51.1,,19.89,0.8,294.36,6.1,63.2
2025-12-20T01:00:00,APT_102,chambre,False,True,18.5,51.0,,20.03,0.74,298.09,5.9,64.1
2025-12-20T01:00:00,APT_102,cuisine,False,True,18.2,48.8,,19.66,0.79,297.8,5.9,64.1
2025-12-20T01:00:00,APT_102,salon,False,True,18.0,50.0,593.0,21.71,0.77,289.14,5.9,64.1
2025-12-20T01:00:00,APT_102,sdb,False,True,18.1,51.3,,20.15,0.81,303.78,5.9,64.1
2025-12-20T01:10:00,APT_102,chambre,False,True,18.4,51.5,,20.78,0.74,303.63,6.0,65.0
2025-12-20T01:10:00,APT_102,cuisine,False,True,18.2,49.4,,20.28,0.79,301.59,6.0,65.0
2025-12-20T01:10:00,APT_102,salon,False,True,18.0,50.0,601.0,22.78,0.76,291.7,6.0,65.0
2025-12-20T01:10:00,APT_102,sdb,False,True,18.0,51.1,,20.97,0.8,304.95,6.0,65.0
2025-12-20T01:20:00,APT_102,chambre,False,True,18.3,52.3,,22.01,0.75,306.77,6.3,66.1
2025-12-20T01:20:00,APT_102,cuisine,False,True,18.1,50.2,,20.68,0.78,309.15,6.3,66.1
2025-12-20T01:20:00,APT_102,salon,False,True,18.1,49.5,602.0,23.65,0.75,301.58,6.3,66.1
2025-12-20T01:20:00,APT_102,sdb,False,True,17.9,51.1,,21.88,0.81,310.0,6.3,66.1
2025-12-20T01:30:00,APT_102,chambre,False,True,18.2,51.2,,22.15,0.76,317.07,6.2,64.6
2025-12-20T01:30:00,APT_102,cuisine,False,True,18.0,51.1,,21.92,0.79,309.72,6.2,64.6
2025-12-20T01:30:00,APT_102,salon,False,True,18.0,50.4,605.0,23.85,0.74,310.08,6.2,64.6
2025-12-20T01:30:00,APT_102,sdb,False,True,17.9,50.7,,23.07,0.81,318.65,6.2,64.6
2025-12-20T01:40:00,APT_102,chambre,False,True,18.2,51.7,,22.17,0.77,323.4,6.0,64.4
2025-12-20T01:40:00,APT_102,cuisine,False,True,17.9,50.9,,22.19,0.77,313.71,6.0,64.4
2025-12-20T01:40:00,APT_102,salon,False,True,17.9,50.4,612.0,23.72,0.73,317.12,6.0,64.4
2025-12-20T01:40:00,APT_102,sdb,False,True,17.8,51.1,,23.09,0.79,327.36,6.0,64.4
2025-12-20T01:50:00,APT_102,chambre,False,True,18.2,52.1,,22.27,0.77,330.13,6.3,63.2
2025-12-20T01:50:00,APT_102,cuisine,False,True,17.8,51.8,,22.63,0.75,314.43,6.3,63.2
2025-12-20T01:50:00,APT_102,salon,False,True,17.8,50.8,619.0,24.37,0.72,316.55,6.3,63.2
2025-12-20T01:50:00,APT_102,sdb,False,True,17.8,50.6,,23.31,0.77,327.03,6.3,63.2
2025-12-20T02:00:00,APT_102,chambre,False,True,18.2,52.3,,23.18,0.78,339.5,6.2,64.9
2025-12-20T02:00:00,APT_102,cuisine,False,True,17.9,52.6,,23.49,0.74,319.26,6.2,64.9
2025-12-20T02:00:00,APT_102,salon,False,True,17.8,50.7,626.0,24.29,0.7,323.48,6.2,64.9
2025-12-20T02:00:00,APT_102,sdb,False,True,17.8,50.0,,24.18,0.76,334.21,6.2,64.9
2025-12-20T02:10:00,APT_102,chambre,False,True,18.2,52.0,,23.16,0.79,339.88,6.6,64.0
2025-12-20T02:10:00,APT_102,cuisine,False,True,17.8,53.1,,24.43,0.73,321.03,6.6,64.0
2025-12-20T02:10:00,APT_102,salon,False,True,17.7,50.6,633.0,24.12,0.71,324.39,6.6,64.0
2025-12-20T02:10:00,APT_102,sdb,False,True,17.8,49.6,,25.07,0.74,339.45,6.6,64.0
2025-12-20T02:20:00,APT_102,chambre,False,True,18.1,51.8,,23.81,0.79,344.18,6.5,63.1
2025-12-20T02:20:00,APT_102,cuisine,False,True,17.8,53.0,,24.69,0.74,321.13,6.5,63.1
2025-12-20T02:20:00,APT_102,salon,False,True,17.8,51.1,636.0,24.97,0.7,333.57,6.5,63.1
2025-12-20T02:20:00,APT_102,sdb,False,True,17.8,49.2,,25.5,0.73,347.61,6.5,63.1
2025-12-20T02:30:00,APT_102,chambre,False,True,18.0,51.9,,24.54,0.78,350.7,6.3,63.5
2025-12-20T02:30:00,APT_102,cuisine,False,True,17.8,52.0,,25.15,0.72,328.58,6.3,63.5
2025-12-20T02:30:00,APT_102,salon,False,True,17.8,50.2,643.0,25.5,0.69,335.2,6.3,63.5
2025-12-20T02:30:00,APT_102,sdb,False,True,17.8,48.8,,25.71,0.72,354.49,6.3,63.5
2025-12-20T02:40:00,APT_102,chambre,False,True,18.0,51.8,,24.54,0.78,354.12,6.1,65.6
2025-12-20T02:40:00,APT_102,cuisine,False,True,17.9,51.7,,25.36,0.73,337.54,6.1,65.6
2025-12-20T02:40:00,APT_102,salon,False,True,17.8,49.7,648.0,26.07,0.7,344.46,6.1,65.6
2025-12-20T02:40:00,APT_102,sdb,False,True,17.8,48.6,,25.59,0.73,356.94,6.1,65.6
2025-12-20T02:50:00,APT_102,chambre,False,True,18.0,52.4,,25.7,0.79,356.71,6.2,65.8
2025-12-20T02:50:00,APT_102,cuisine,False,True,17.8,51.2,,25.94,0.71,337.38,6.2,65.8
2025-12-20T02:50:00,APT_102,salon,False,True,17.8,50.0,653.0,26.33,0.71,348.08,6.2,65.8
2025-12-20T02:50:00,APT_102,sdb,False,True,17.8,49.4,,26.11,0.71,364.22,6.2,65.8
2025-12-20T03:00:00,APT_102,chambre,False,True,18.1,53.1,,26.21,0.8,358.11,6.6,63.9
2025-12-20T03:00:00,APT_102,cuisine,False,True,17.7,52.1,,27.07,0.72,337.02,6.6,63.9
2025-12-20T03:00:00,APT_102,salon,False,True,17.7,50.2,656.0,26.7,0.71,354.06,6.6,63.9
2025-12-20T03:00:00,APT_102,sdb,False,True,17.7,49.7,,26.56,0.7,368.14,6.6,63.9
2025-12-20T03:10:00,APT_102,chambre,False,True,18.1,53.1,,27.15,0.8,360.29,6.6,63.6
2025-12-20T03:10:00,APT_102,cuisine,False,True,17.6,53.0,,27.04,0.73,340.36,6.6,63.6
2025-12-20T03:10:00,APT_102,salon,False,True,17.6,49.8,660.0,26.46,0.71,359.49,6.6,63.6
2025-12-20T03:10:00,APT_102,sdb,False,True,17.8,50.2,,26.62,0.69,367.43,6.6,63.6
2025-12-20T03:20:00,APT_102,chambre,False,True,18.0,52.3,,27.95,0.79,366.58,6.3,62.6
2025-12-20T03:20:00,APT_102,cuisine,False,True,17.7,52.4,,27.99,0.74,342.11,6.3,62.6
2025-12-20T03:20:00,APT_102,salon,False,True,17.5,49.9,664.0,27.15,0.7,359.68,6.3,62.6
2025-12-20T03:20:00,APT_102,sdb,False,True,17.8,49.6,,27.22,0.69,372.01,6.3,62.6
2025-12-20T03:30:00,APT_102,chambre,False,True,17.9,52.2,,27.62,0.79,373.55,6.4,65.5
2025-12-20T03:30:00,APT_102,cuisine,False,True,17.7,51.4,,28.0,0.74,342.72,6.4,65.5
2025-12-20T03:30:00,APT_102,salon,False,True,17.5,50.2,666.0,27.4,0.71,368.85,6.4,65.5
2025-12-20T03:30:00,APT_102,sdb,False,True,17.7,49.4,,27.7,0.68,370.85,6.4,65.5
2025-12-20T03:40:00,APT_102,chambre,False,True,17.8,51.8,,28.15,0.77,380.83,6.5,62.6
2025-12-20T03:40:00,APT_102,cuisine,False,True,17.8,50.5,,28.31,0.74,350.78,6.5,62.6
2025-12-20T03:40:00,APT_102,salon,False,True,17.5,49.8,667.0,28.15,0.7,371.18,6.5,62.6
2025-12-20T03:40:00,APT_102,sdb,False,True,17.8,49.9,,28.11,0.69,370.43,6.5,62.6
