timestamp,apartment_id,room,window_open,presence,temperature,humidity,co2,pm25,co,tvoc,temp_ext,humidity_ext
2025-12-08T00:00:00,APT_102,chambre,False,True,18.8,49.7,,16.38,0.78,255.01,6.0,66.6
2025-12-08T00:00:00,APT_102,cuisine,False,True,18.8,50.3,,16.26,0.79,254.7,6.0,66.6
2025-12-08T00:00:00,APT_102,salon,False,True,18.9,50.8,558.0,16.23,0.79,253.19,6.0,66.6
2025-12-08T00:00:00,APT_102,sdb,False,True,19.0,50.8,,16.43,0.78,260.71,6.0,66.6
2025-12-08T00:10:00,APT_102,chambre,False,True,18.6,49.5,,17.8,0.77,258.91,6.3,65.4
2025-12-08T00:10:00,APT_102,cuisine,False,True,18.6,50.6,,17.39,0.77,259.23,6.3,65.4
2025-12-08T00:10:00,APT_102,salon,False,True,18.8,51.8,564.0,17.67,0.79,262.02,6.3,65.4
2025-12-08T00:10:00,APT_102,sdb,False,True,18.8,49.8,,17.0,0.78,269.47,6.3,65.4
2025-12-08T00:20:00,APT_102,chambre,False,True,18.5,48.6,,18.08,0.76,268.18,6.0,66.4
2025-12-08T00:20:00,APT_102,cuisine,False,True,18.6,50.6,,17.41,0.77,267.01,6.0,66.4
2025-12-08T00:20:00,APT_102,salon,False,True,18.7,51.4,570.0,18.35,0.78,267.35,6.0,66.4
2025-12-08T00:20:00,APT_102,sdb,False,True,18.6,50.0,,17.46,0.77,275.83,6.0,66.4
2025-12-08T00:30:00,APT_102,chambre,False,True,18.4,48.2,,18.45,0.77,271.29,5.8,64.0
2025-12-08T00:30:00,APT_102,cuisine,False,True,18.5,51.5,,18.73,0.76,273.45,5.8,64.0
2025-12-08T00:30:00,APT_102,salon,False,True,18.6,51.9,575.0,18.25,0.78,269.88,5.8,64.0
2025-12-08T00:30:00,APT_102,sdb,False,True,18.4,49.9,,18.52,0.76,284.89,5.8,64.0
2025-12-08T00:40:00,APT_102,chambre,False,True,18.3,49.0,,19.06,0.78,274.93,6.3,63.4
2025-12-08T00:40:00,APT_102,cuisine,False,True,18.4,51.9,,19.08,0.76,279.99,6.3,63.4
2025-12-08T00:40:00,APT_102,salon,False,True,18.5,51.1,577.0,19.63,0.77,276.87,6.3,63.4
2025-12-08T00:40:00,APT_102,sdb,False,True,18.3,50.2,,19.88,0.76,294.89,6.3,63.4
2025-12-08T00:50:00,APT_102,chambre,False,True,18.2,48.1,,19.55,0.77,276.51,5.9,63.9
2025-12-08T00:50:00,APT_102,cuisine,False,True,18.2,52.1,,20.06,0.74,282.54,5.9,63.9
2025-12-08T00:50:00,APT_102,salon,False,True,18.3,51.1,584.0,20.79,0.77,278.5,5.9,63.9
2025-12-08T00:50:00,APT_102,sdb,False,True,18.3,49.9,,19.86,0.77,301.3,5.9,63.9
2025-12-08T01:00:00,APT_102,chambre,False,True,18.2,49.0,,20.25,0.76,283.07,6.1,63.6
2025-12-08T01:00:00,APT_102,cuisine,False,True,18.1,52.4,,20.03,0.75,287.36,6.1,63.6
2025-12-08T01:00:00,APT_102,salon,False,True,18.2,51.3,586.0,21.28,0.77,285.82,6.1,63.6
2025-12-08T01:00:00,APT_102,sdb,False,True,18.2,49.7,,19.95,0.75,306.15,6.1,63.6
2025-12-08T01:10:00,APT_102,chambre,False,True,18.2,48.6,,20.66,0.76,290.65,6.1,66.4
2025-12-08T01:10:00,APT_102,cuisine,False,True,18.0,52.1,,19.96,0.73,295.23,6.1,66.4
2025-12-08T01:10:00,APT_102,salon,False,True,18.1,51.9,593.0,21.4,0.77,287.8,6.1,66.4
2025-12-08T01:10:00,APT_102,sdb,False,True,18.1,48.7,,20.73,0.74,312.57,6.1,66.4
2025-12-08T01:20:00,APT_102,chambre,False,True,18.1,47.7,,21.87,0.77,299.5,6.3,62.9
2025-12-08T01:20:00,APT_102,cuisine,False,True,18.1,51.5,,20.2,0.73,302.73,6.3,62.9
2025-12-08T01:20:00,APT_102,salon,False,True,18.1,50.9,598.0,22.4,0.78,290.08,6.3,62.9
2025-12-08T01:20:00,APT_102,sdb,False,True,18.0,48.3,,21.79,0.73,313.8,6.3,62.9
2025-12-08T01:30:00,APT_102,chambre,False,True,18.0,47.6,,23.06,0.78,308.17,6.0,63.6
2025-12-08T01:30:00,APT_102,cuisine,False,True,18.1,51.4,,20.84,0.73,306.12,6.0,63.6
2025-12-08T01:30:00,APT_102,salon,False,True,18.1,50.3,605.0,22.4,0.76,297.98,6.0,63.6
2025-12-08T01:30:00,APT_102,sdb,False,True,17.9,47.8,,23.0,0.74,317.72,6.0,63.6
2025-12-08T01:40:00,APT_102,chambre,False,True,18.0,46.7,,23.67,0.77,310.9,5.9,66.1
2025-12-08T01:40:00,APT_102,cuisine,False,True,18.1,50.7,,21.68,0.74,306.75,5.9,66.1
2025-12-08T01:40:00,APT_102,salon,False,True,18.1,50.4,609.0,22.92,0.76,303.38,5.9,66.1
2025-12-08T01:40:00,APT_102,sdb,False,True,17.8,48.2,,23.87,0.73,320.65,5.9,66.1
2025-12-08T01:50:00,APT_102,chambre,False,True,17.9,47.6,,24.63,0.77,317.62,5.9,64.6
2025-12-08T01:50:00,APT_102,cuisine,False,True,18.0,51.6,,22.53,0.73,312.67,5.9,64.6
2025-12-08T01:50:00,APT_102,salon,False,True,18.0,51.0,615.0,23.82,0.75,312.75,5.9,64.6
2025-12-08T01:50:00,APT_102,sdb,False,True,17.7,48.5,,24.3,0.71,323.2,5.9,64.6
2025-12-08T02:00:00,APT_102,chambre,False,True,17.9,47.5,,25.36,0.78,320.12,6.2,65.4
2025-12-08T02:00:00,APT_102,cuisine,False,True,18.0,51.4,,22.45,0.74,315.04,6.2,65.4
2025-12-08T02:00:00,APT_102,salon,False,True,18.0,50.1,618.0,23.63,0.74,319.73,6.2,65.4
2025-12-08T02:00:00,APT_102,sdb,False,True,17.7,48.2,,24.88,0.72,323.85,6.2,65.4
2025-12-08T02:10:00,APT_102,chambre,False,True,17.9,47.5,,25.27,0.77,322.95,6.6,63.8
2025-12-08T02:10:00,APT_102,cuisine,False,True,18.0,51.3,,22.45,0.74,316.83,6.6,63.8
2025-12-08T02:10:00,APT_102,salon,False,True,18.0,50.4,620.0,23.6,0.75,322.04,6.6,63.8
2025-12-08T02:10:00,APT_102,sdb,False,True,17.8,48.5,,24.94,0.72,326.52,6.6,63.8
